Difficulty/Dice,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,0,0,0,0,0,0.000001,0.0002640000000000001,0.0012688500000000006,0.004445482000000002,0.012509283400000005,0.028903431200000013,0.05677682235000003,0.09807037905,0.15302547299375,0.22016252422500013,0.29662495960468777,0.3787271032671877,0.4625473226843751,0.5444435498890627,0.6214185561527352
12,0,0,0,0,0,0.000001,0.0000064,0.00023845000000000008,0.0011931940000000003,0.003975843400000001,0.010592184800000008,0.023775583950000005,0.04636327425000004,0.08053567379375003,0.12723584947500013,0.18593337600468782,0.2547365781671874,0.330756248984375,0.4105883002765626,0.4907938435277347
13,0,0,0,0,0,0,0.0000029,0.00001641000000000001,0.00021501400000000008,0.0010519984000000007,0.0034391873000000025,0.008931157586000002,0.019693180384000013,0.038156416669000034,0.06647237744437508,0.1059796824121875,0.1568628386224375,0.21808141189381272,0.28754817452084375,0.3624728931250784
14,0,0,0,0,0,0,0,0.00000481,0.00002763400000000002,0.0002020984000000001,0.0009094612000000006,0.0029103009860000015,0.007459587666800004,0.016308662748600017,0.03151269369600002,0.055063190433187525,0.08845878038268759,0.13235301051976267,0.1863781105095878,0.24917472029426574
15,0,0,0,0,0,0,0,0.00000001,0.000006034,0.00003627760000000003,0.00019544680000000005,0.0007898800900000004,0.002444239042800002,0.006189101769080004,0.013470932069600006,0.02603557454758753,0.04567936124948753,0.07392171615556256,0.11168998895900759,0.15910329144371566
16,0,0,0,0,0,0,0,0.00000001,0.000000082,0.0000065176,0.00004061608000000002,0.00018825577000000014,0.0006922351580000004,0.0020567180954800014,0.005127343819936001,0.011110239942275507,0.021498818300911514,0.03789974078663453,0.06178462555650357,0.09422407587150775
17,0,0,0,0,0,0,0,0,0.000000037,0.0000002611,0.00000661783,0.00004115394700000003,0.00017697805850000014,0.0006081061516100006,0.0017381956071610002,0.004256664770652501,0.009168744938016013,0.017753642305679752,0.03144165196642519,0.05162438505460236
18,0,0,0,0,0,0,0,0,0,0.0000000761,0.0000005334,0.000006682367,0.00003942108180000002,0.0001618534447100001,0.0005315301235360007,0.0014723925196525015,0.0035443154881963437,0.007581540914002814,0.014675654786972163,0.02609170578867578
19,0,0,0,0,0,0,0,0,0,0.0000000001,0.0000001154,0.000000832655,0.00000683195380000001,0.00003680187807000002,0.00014493411373600002,0.00046081039859650024,0.0012464768600203408,0.002957059025238763,0.0062827407685697115,0.012150017868883494
20,0,0,0,0,0,0,0,0,0,0.0000000001,0.000000001,0.000000146255,0.0000010867858,0.00000699610207,0.00003404810504800004,0.0001281962490925002,0.00039658751464690035,0.0010529153772298038,0.0024687226796486525,0.005214813701727358
21,0,0,0,0,0,0,0,0,0,0,0.00000000045,0.000000003805,0.0000001680108,0.00000125630086,0.000007053133473,0.00003137186249330002,0.00011273883425370009,0.0003397243646419803,0.000887488103780543,0.0020607759844656452
22,0,0,0,0,0,0,0,0,0,0,0,0.000000001105,0.000000009143,0.00000018517626,0.000001341051968,0.00000693390245330001,0.00002874248049442003,0.00009886385262846015,0.0002903513430554188,0.0007470850658492056
23,0,0,0,0,0,0,0,0,0,0,0,0.000000000001,0.000000001967,0.0000000165569,0.000000201986768,0.0000013636292565,0.00000664467352162001,0.00002611279560874803,0.00008647227225295443,0.00024789429865338904
24,0,0,0,0,0,0,0,0,0,0,0,0.000000000001,0.0000000000118,0.0000000028705,0.000000024731248,0.0000002193130965,0.0000013491517181,0.00000623714865706801,0.00002349930607325522,0.00007538365581959699
25,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000000053,0.00000000005223,0.000000003707973,0.0000000322456185,0.0000002350900551,0.000001314162730248,0.0000057696890339652,0.00002096493009620031
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000001513,0.000000000144336,0.0000000044785225,0.0000000382092641,0.000000246512359248,0.0000012658147354296,0.00000528496752184429
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000001,0.000000000030936,0.0000000002975625,0.0000000052415041,0.00000004242010936,0.0000002518682414936,0.00000120617197804588
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000001,0.000000000000136,0.0000000000511625,0.00000000050102282,0.00000000603897784,0.000000045131242908,0.00000025107755698988
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000061,0.0000000000006865,0.00000000007367682,0.000000000728704636,0.00000000685331847,0.00000004671495530628
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000000001985,0.0000000000021449,0.000000000097361356,0.0000000009522471016,0.00000000761796682228
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000000000001,0.0000000000004585,0.00000000000496078,0.0000000001225040296,0.00000000115172532532
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000000000001,0.00000000000000154,0.00000000000084814,0.0000000000093000232,0.00000000014991886132
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000069,0.000000000000008731,0.0000000000013498627,0.00000000001494176407
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000002521,0.0000000000000304324,0.00000000000194411107
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000001,0.0000000000000064924,0.00000000000007804051
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000001,0.0000000000000000172,0.00000000000001328851
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000000000000077,0.00000000000000010821
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000003121
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000001
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000001
